period,capacity,outage,percentOutage,capacity-units,outage-units,percentOutage-units
2023-11-17,99177.2,11942.889,12.04,megawatts,megawatts,percent
2023-11-16,99177.2,13544.727,13.66,megawatts,megawatts,percent
2023-11-15,99177.2,13322.371,13.43,megawatts,megawatts,percent
2023-11-14,99177.2,15297.859,15.42,megawatts,megawatts,percent
2023-11-13,99177.2,17237.804,17.38,megawatts,megawatts,percent
2023-11-12,99177.2,17967.072,18.12,megawatts,megawatts,percent
2023-11-11,99177.2,19443.578,19.6,megawatts,megawatts,percent
2023-11-10,99177.2,17872.144,18.02,megawatts,megawatts,percent
2023-11-09,99177.2,17890.098,18.04,megawatts,megawatts,percent
2023-11-08,99177.2,18304.958,18.46,megawatts,megawatts,percent
2023-11-07,99177.2,17898.698,18.05,megawatts,megawatts,percent
2023-11-06,99177.2,18542.113,18.7,megawatts,megawatts,percent
2023-11-05,99177.2,18515.783,18.67,megawatts,megawatts,percent
2023-11-04,99177.2,18504.014,18.66,megawatts,megawatts,percent
2023-11-03,99177.2,17583.269,17.73,megawatts,megawatts,percent
2023-11-02,99177.2,17785.904,17.93,megawatts,megawatts,percent
2023-11-01,99177.2,17043.808,17.19,megawatts,megawatts,percent
2023-10-31,99177.2,17507.133,17.65,megawatts,megawatts,percent
2023-10-30,99177.2,18201.756,18.35,megawatts,megawatts,percent
2023-10-29,99177.2,18116.304,18.27,megawatts,megawatts,percent
2023-10-28,99177.2,17917.651,18.07,megawatts,megawatts,percent
2023-10-27,99177.2,17516.465,17.66,megawatts,megawatts,percent
2023-10-26,99177.2,19471.531,19.63,megawatts,megawatts,percent
2023-10-25,99177.2,21352.019,21.53,megawatts,megawatts,percent
2023-10-24,99177.2,20211.233,20.38,megawatts,megawatts,percent
2023-10-23,99177.2,20233.593,20.4,megawatts,megawatts,percent
2023-10-22,99177.2,20601.035,20.77,megawatts,megawatts,percent
2023-10-21,99177.2,19141.68,19.3,megawatts,megawatts,percent
2023-10-20,99177.2,18627.4,18.78,megawatts,megawatts,percent
2023-10-19,99177.2,16883.297,17.02,megawatts,megawatts,percent
2023-10-18,99177.2,17403.085,17.55,megawatts,megawatts,percent
2023-10-17,99177.2,16757.434,16.9,megawatts,megawatts,percent
2023-10-16,99177.2,16956.377,17.1,megawatts,megawatts,percent
2023-10-15,99177.2,15360.853,15.49,megawatts,megawatts,percent
2023-10-14,99177.2,15967.42,16.1,megawatts,megawatts,percent
2023-10-13,99177.2,14843.972,14.97,megawatts,megawatts,percent
2023-10-12,99177.2,14053.561,14.17,megawatts,megawatts,percent
2023-10-11,99177.2,13557.103,13.67,megawatts,megawatts,percent
2023-10-10,99177.2,13867.485,13.98,megawatts,megawatts,percent
2023-10-09,99177.2,14541.495,14.66,megawatts,megawatts,percent
2023-10-08,99177.2,12450.957,12.55,megawatts,megawatts,percent
2023-10-07,99177.2,11856.841,11.96,megawatts,megawatts,percent
2023-10-06,99177.2,9392.843,9.47,megawatts,megawatts,percent
2023-10-05,99177.2,9456.719,9.54,megawatts,megawatts,percent
2023-10-04,99177.2,9721.03,9.8,megawatts,megawatts,percent
2023-10-03,99177.2,10247.178,10.33,megawatts,megawatts,percent
2023-10-02,99177.2,10711.228,10.8,megawatts,megawatts,percent
2023-10-01,99177.2,10472.837,10.56,megawatts,megawatts,percent
2023-09-30,96826.2,10219.901,10.55,megawatts,megawatts,percent
2023-09-29,96826.2,7667.404,7.92,megawatts,megawatts,percent
2023-09-28,96826.2,7132.826,7.37,megawatts,megawatts,percent
2023-09-27,96826.2,7007.948,7.24,megawatts,megawatts,percent
2023-09-26,96826.2,7501.656,7.75,megawatts,megawatts,percent
2023-09-25,96826.2,7341.343,7.58,megawatts,megawatts,percent
2023-09-24,96826.2,7141.049,7.38,megawatts,megawatts,percent
2023-09-23,96826.2,7117.794,7.35,megawatts,megawatts,percent
2023-09-22,96826.2,6700.625,6.92,megawatts,megawatts,percent
2023-09-21,96826.2,6801.283,7.02,megawatts,megawatts,percent
2023-09-20,96826.2,6478.21,6.69,megawatts,megawatts,percent
2023-09-19,96826.2,6474.283,6.69,megawatts,megawatts,percent
2023-09-18,96826.2,6439.085,6.65,megawatts,megawatts,percent
2023-09-17,96826.2,6736.035,6.96,megawatts,megawatts,percent
2023-09-16,96826.2,7115.667,7.35,megawatts,megawatts,percent
2023-09-15,96826.2,4971.931,5.13,megawatts,megawatts,percent
2023-09-14,96826.2,4999.765,5.16,megawatts,megawatts,percent
2023-09-13,96826.2,5020.931,5.19,megawatts,megawatts,percent
2023-09-12,96826.2,5338.258,5.51,megawatts,megawatts,percent
2023-09-11,96826.2,6295.202,6.5,megawatts,megawatts,percent
2023-09-10,96826.2,5562.187,5.74,megawatts,megawatts,percent
2023-09-09,96826.2,3280.844,3.39,megawatts,megawatts,percent
2023-09-08,96826.2,3511.407,3.63,megawatts,megawatts,percent
2023-09-07,96826.2,4132.627,4.27,megawatts,megawatts,percent
2023-09-06,96826.2,4261.956,4.4,megawatts,megawatts,percent
2023-09-05,96826.2,4161.121,4.3,megawatts,megawatts,percent
2023-09-04,96826.2,4089.499,4.22,megawatts,megawatts,percent
2023-09-03,96826.2,4547.557,4.7,megawatts,megawatts,percent
2023-09-02,96826.2,3182.473,3.29,megawatts,megawatts,percent
2023-09-01,96826.2,2707.472,2.8,megawatts,megawatts,percent
2023-08-31,96826.2,2454.81,2.54,megawatts,megawatts,percent
2023-08-30,96826.2,2418.843,2.5,megawatts,megawatts,percent
2023-08-29,96826.2,2649.123,2.74,megawatts,megawatts,percent
2023-08-28,96826.2,2994.123,3.09,megawatts,megawatts,percent
2023-08-27,96826.2,3006.601,3.11,megawatts,megawatts,percent
2023-08-26,96826.2,2933.916,3.03,megawatts,megawatts,percent
2023-08-25,96826.2,3138.614,3.24,megawatts,megawatts,percent
2023-08-24,96826.2,3499.847,3.61,megawatts,megawatts,percent
2023-08-23,96826.2,3464.545,3.58,megawatts,megawatts,percent
2023-08-22,96826.2,2325.138,2.4,megawatts,megawatts,percent
2023-08-21,96826.2,2340.796,2.42,megawatts,megawatts,percent
2023-08-20,95712.2,1021.719,1.07,megawatts,megawatts,percent
2023-08-19,95712.2,854.697,.89,megawatts,megawatts,percent
2023-08-18,95712.2,179.549,.19,megawatts,megawatts,percent
2023-08-17,95712.2,196.949,.21,megawatts,megawatts,percent
2023-08-16,95712.2,1047.222,1.09,megawatts,megawatts,percent
2023-08-15,95712.2,1373.382,1.43,megawatts,megawatts,percent
2023-08-14,95712.2,2512.791,2.63,megawatts,megawatts,percent
2023-08-13,95712.2,2234.076,2.33,megawatts,megawatts,percent
2023-08-12,95712.2,2176.694,2.27,megawatts,megawatts,percent
2023-08-11,95712.2,1265.694,1.32,megawatts,megawatts,percent
2023-08-10,95712.2,1300.674,1.36,megawatts,megawatts,percent
2023-08-09,95712.2,314.714,.33,megawatts,megawatts,percent
2023-08-08,95712.2,352.348,.37,megawatts,megawatts,percent
2023-08-07,95712.2,453.963,.47,megawatts,megawatts,percent
2023-08-06,95712.2,2771.702,2.9,megawatts,megawatts,percent
2023-08-05,95712.2,2917.437,3.05,megawatts,megawatts,percent
2023-08-04,95712.2,1600.34,1.67,megawatts,megawatts,percent
2023-08-03,95712.2,3231.97,3.38,megawatts,megawatts,percent
2023-08-02,95712.2,2859.681,2.99,megawatts,megawatts,percent
2023-08-01,95712.2,2564.491,2.68,megawatts,megawatts,percent
2023-07-31,95712.2,2391.904,2.5,megawatts,megawatts,percent
2023-07-30,95712.2,551.004,.58,megawatts,megawatts,percent
2023-07-29,95712.2,914.125,.96,megawatts,megawatts,percent
2023-07-28,95712.2,632.607,.66,megawatts,megawatts,percent
2023-07-27,95712.2,1254.17,1.31,megawatts,megawatts,percent
2023-07-26,95712.2,1258.948,1.32,megawatts,megawatts,percent
2023-07-25,95712.2,1868.836,1.95,megawatts,megawatts,percent
2023-07-24,95712.2,1375.728,1.44,megawatts,megawatts,percent
2023-07-23,95712.2,1608.782,1.68,megawatts,megawatts,percent
2023-07-22,95712.2,1953.356,2.04,megawatts,megawatts,percent
2023-07-21,95712.2,937.768,.98,megawatts,megawatts,percent
2023-07-20,95712.2,1395.428,1.46,megawatts,megawatts,percent
2023-07-19,95712.2,1631.493,1.7,megawatts,megawatts,percent
2023-07-18,95712.2,1349.533,1.41,megawatts,megawatts,percent
2023-07-17,95712.2,1396.259,1.46,megawatts,megawatts,percent
2023-07-16,95712.2,1402.693,1.47,megawatts,megawatts,percent
2023-07-15,95712.2,1848.638,1.93,megawatts,megawatts,percent
2023-07-14,95712.2,1802.678,1.88,megawatts,megawatts,percent
2023-07-13,95712.2,1820.388,1.9,megawatts,megawatts,percent
2023-07-12,95712.2,1432.313,1.5,megawatts,megawatts,percent
2023-07-11,95712.2,1411.298,1.47,megawatts,megawatts,percent
2023-07-10,95712.2,1141.66,1.19,megawatts,megawatts,percent
2023-07-09,95712.2,496.7,.52,megawatts,megawatts,percent
2023-07-08,95712.2,1185.05,1.24,megawatts,megawatts,percent
2023-07-07,95712.2,1059.74,1.11,megawatts,megawatts,percent
2023-07-06,95712.2,1239.69,1.3,megawatts,megawatts,percent
2023-07-05,95712.2,1203.36,1.26,megawatts,megawatts,percent
2023-07-04,95712.2,1372.62,1.43,megawatts,megawatts,percent
2023-07-03,95712.2,1739.908,1.82,megawatts,megawatts,percent
2023-07-02,95712.2,2497.306,2.61,megawatts,megawatts,percent
2023-07-01,95712.2,2866.45,2.99,megawatts,megawatts,percent
2023-06-30,94598.2,2024.4,2.14,megawatts,megawatts,percent
2023-06-29,94598.2,3458.526,3.66,megawatts,megawatts,percent
2023-06-28,94598.2,4645.96,4.91,megawatts,megawatts,percent
2023-06-27,94598.2,4211.16,4.45,megawatts,megawatts,percent
2023-06-26,94598.2,4564.931,4.83,megawatts,megawatts,percent
2023-06-25,94598.2,4800.263,5.07,megawatts,megawatts,percent
2023-06-24,94598.2,4427.712,4.68,megawatts,megawatts,percent
2023-06-23,94598.2,3612.697,3.82,megawatts,megawatts,percent
2023-06-22,94598.2,2793.215,2.95,megawatts,megawatts,percent
2023-06-21,94598.2,3234.821,3.42,megawatts,megawatts,percent
2023-06-20,94598.2,3908.197,4.13,megawatts,megawatts,percent
2023-06-19,94598.2,5009.113,5.3,megawatts,megawatts,percent
2023-06-18,94598.2,6047.269,6.39,megawatts,megawatts,percent
2023-06-17,94598.2,6596.994,6.97,megawatts,megawatts,percent
2023-06-16,94598.2,6015.441,6.36,megawatts,megawatts,percent
2023-06-15,94598.2,6338.492,6.7,megawatts,megawatts,percent
2023-06-14,94598.2,6653.882,7.03,megawatts,megawatts,percent
2023-06-13,94598.2,5724.542,6.05,megawatts,megawatts,percent
2023-06-12,94598.2,5602.99,5.92,megawatts,megawatts,percent
2023-06-11,94598.2,5602.99,5.92,megawatts,megawatts,percent
2023-06-10,94598.2,6680.92,7.06,megawatts,megawatts,percent
2023-06-09,94598.2,5362.7,5.67,megawatts,megawatts,percent
2023-06-08,94598.2,5597.34,5.92,megawatts,megawatts,percent
2023-06-07,94598.2,6153.83,6.51,megawatts,megawatts,percent
2023-06-06,94598.2,6011.6,6.35,megawatts,megawatts,percent
2023-06-05,94598.2,6327.63,6.69,megawatts,megawatts,percent
2023-06-04,94598.2,6551.01,6.93,megawatts,megawatts,percent
2023-06-03,94598.2,8243.061,8.71,megawatts,megawatts,percent
2023-06-02,94598.2,5914.163,6.25,megawatts,megawatts,percent
2023-06-01,94598.2,5775.566,6.11,megawatts,megawatts,percent
2023-05-31,94598.2,6322.156,6.68,megawatts,megawatts,percent
2023-05-30,94598.2,6457.934,6.83,megawatts,megawatts,percent
2023-05-29,94598.2,7924.312,8.38,megawatts,megawatts,percent
2023-05-28,94598.2,8951.346,9.46,megawatts,megawatts,percent
2023-05-27,94598.2,8128.916,8.59,megawatts,megawatts,percent
2023-05-26,94598.2,8060.414,8.52,megawatts,megawatts,percent
2023-05-25,94598.2,8849.012,9.35,megawatts,megawatts,percent
2023-05-24,94598.2,10223.764,10.81,megawatts,megawatts,percent
2023-05-23,94598.2,12752.348,13.48,megawatts,megawatts,percent
2023-05-22,94598.2,12117.396,12.81,megawatts,megawatts,percent
2023-05-21,94598.2,12213.447,12.91,megawatts,megawatts,percent
2023-05-20,94598.2,13274.059,14.03,megawatts,megawatts,percent
2023-05-19,94598.2,12308.724,13.01,megawatts,megawatts,percent
2023-05-18,94598.2,11897.88,12.58,megawatts,megawatts,percent
2023-05-17,94598.2,11970.93,12.65,megawatts,megawatts,percent
2023-05-16,94598.2,12912.08,13.65,megawatts,megawatts,percent
2023-05-15,94598.2,14259.56,15.07,megawatts,megawatts,percent
2023-05-14,94598.2,15117.066,15.98,megawatts,megawatts,percent
2023-05-13,94598.2,16596.507,17.54,megawatts,megawatts,percent
2023-05-12,94598.2,15748.52,16.65,megawatts,megawatts,percent
2023-05-11,94598.2,15523.955,16.41,megawatts,megawatts,percent
2023-05-10,94598.2,16724.357,17.68,megawatts,megawatts,percent
2023-05-09,94598.2,17629.197,18.64,megawatts,megawatts,percent
2023-05-08,94598.2,17464.91,18.46,megawatts,megawatts,percent
2023-05-07,94598.2,18014.31,19.04,megawatts,megawatts,percent
2023-05-06,94598.2,18749.49,19.82,megawatts,megawatts,percent
2023-05-05,94598.2,18618.26,19.68,megawatts,megawatts,percent
2023-05-04,94598.2,18011.19,19.04,megawatts,megawatts,percent
2023-05-03,94598.2,18074.256,19.11,megawatts,megawatts,percent
2023-05-02,94598.2,18441.761,19.49,megawatts,megawatts,percent
2023-05-01,94598.2,18921.095,20,megawatts,megawatts,percent
2023-04-30,94598.2,17948.472,18.97,megawatts,megawatts,percent
2023-04-29,94598.2,18181.732,19.22,megawatts,megawatts,percent
2023-04-28,94598.2,19429.562,20.54,megawatts,megawatts,percent
2023-04-27,94598.2,18502.978,19.56,megawatts,megawatts,percent
2023-04-26,94598.2,18838.802,19.91,megawatts,megawatts,percent
2023-04-25,94598.2,18700.762,19.77,megawatts,megawatts,percent
2023-04-24,94598.2,20252.584,21.41,megawatts,megawatts,percent
2023-04-23,94598.2,19466.912,20.58,megawatts,megawatts,percent
2023-04-22,94598.2,20278.876,21.44,megawatts,megawatts,percent
2023-04-21,94598.2,19957.654,21.1,megawatts,megawatts,percent
2023-04-20,94598.2,20235.057,21.39,megawatts,megawatts,percent
2023-04-19,94598.2,19930.155,21.07,megawatts,megawatts,percent
2023-04-18,94598.2,18741.787,19.81,megawatts,megawatts,percent
2023-04-17,94598.2,19008.623,20.09,megawatts,megawatts,percent
2023-04-16,94598.2,19793.461,20.92,megawatts,megawatts,percent
2023-04-15,94598.2,20149.207,21.3,megawatts,megawatts,percent
2023-04-14,94598.2,18098.935,19.13,megawatts,megawatts,percent
2023-04-13,94598.2,18132.159,19.17,megawatts,megawatts,percent
2023-04-12,94598.2,18215.341,19.26,megawatts,megawatts,percent
2023-04-11,94598.2,18250.856,19.29,megawatts,megawatts,percent
2023-04-10,94598.2,18296.39,19.34,megawatts,megawatts,percent
2023-04-09,94598.2,17967.166,18.99,megawatts,megawatts,percent
2023-04-08,94598.2,15617.76,16.51,megawatts,megawatts,percent
2023-04-07,94598.2,13730.37,14.51,megawatts,megawatts,percent
2023-04-06,94598.2,12200.782,12.9,megawatts,megawatts,percent
2023-04-05,94598.2,12142.539,12.84,megawatts,megawatts,percent
2023-04-04,94598.2,12580.674,13.3,megawatts,megawatts,percent
2023-04-03,94598.2,12966.798,13.71,megawatts,megawatts,percent
2023-04-02,94598.2,13369.844,14.13,megawatts,megawatts,percent
2023-04-01,94598.2,13926.161,14.72,megawatts,megawatts,percent
2023-03-31,96949.2,11642.978,12.01,megawatts,megawatts,percent
2023-03-30,96949.2,12631.771,13.03,megawatts,megawatts,percent
2023-03-29,96949.2,11964.724,12.34,megawatts,megawatts,percent
2023-03-28,96949.2,11670.322,12.04,megawatts,megawatts,percent
2023-03-27,96949.2,11925.462,12.3,megawatts,megawatts,percent
2023-03-26,96949.2,11553.595,11.92,megawatts,megawatts,percent
2023-03-25,96949.2,11982.196,12.36,megawatts,megawatts,percent
2023-03-24,96949.2,12559.226,12.95,megawatts,megawatts,percent
2023-03-23,96949.2,13392.199,13.81,megawatts,megawatts,percent
2023-03-22,96949.2,13729.427,14.16,megawatts,megawatts,percent
2023-03-21,96949.2,13755.298,14.19,megawatts,megawatts,percent
2023-03-20,96949.2,14608.543,15.07,megawatts,megawatts,percent
2023-03-19,96949.2,14132.464,14.58,megawatts,megawatts,percent
2023-03-18,96949.2,14052.936,14.5,megawatts,megawatts,percent
2023-03-17,96949.2,11261.844,11.62,megawatts,megawatts,percent
2023-03-16,96949.2,11272.843,11.63,megawatts,megawatts,percent
2023-03-15,96949.2,12221.641,12.61,megawatts,megawatts,percent
2023-03-14,96949.2,12053.302,12.43,megawatts,megawatts,percent
2023-03-13,96949.2,12472.7,12.87,megawatts,megawatts,percent
2023-03-12,96949.2,13077.962,13.49,megawatts,megawatts,percent
2023-03-11,96949.2,13347.808,13.77,megawatts,megawatts,percent
2023-03-10,96949.2,10814.496,11.15,megawatts,megawatts,percent
2023-03-09,96949.2,11426.238,11.79,megawatts,megawatts,percent
2023-03-08,96949.2,11774.194,12.14,megawatts,megawatts,percent
2023-03-07,96949.2,11778.763,12.15,megawatts,megawatts,percent
2023-03-06,96949.2,12109.948,12.49,megawatts,megawatts,percent
2023-03-05,96949.2,12164.124,12.55,megawatts,megawatts,percent
2023-03-04,96949.2,10647.417,10.98,megawatts,megawatts,percent
2023-03-03,96949.2,10219.387,10.54,megawatts,megawatts,percent
2023-03-02,96949.2,10316.939,10.64,megawatts,megawatts,percent
2023-03-01,96949.2,10474.29,10.8,megawatts,megawatts,percent
2023-02-28,96949.2,10517.571,10.85,megawatts,megawatts,percent
2023-02-27,96949.2,10356.005,10.68,megawatts,megawatts,percent
2023-02-26,96949.2,10067.687,10.38,megawatts,megawatts,percent
2023-02-25,96949.2,9341.876,9.64,megawatts,megawatts,percent
2023-02-24,96949.2,9312.074,9.61,megawatts,megawatts,percent
2023-02-23,96949.2,9638.531,9.94,megawatts,megawatts,percent
2023-02-22,96949.2,9648.154,9.95,megawatts,megawatts,percent
2023-02-21,96949.2,9259.531,9.55,megawatts,megawatts,percent
2023-02-20,96949.2,9219.544,9.51,megawatts,megawatts,percent
2023-02-19,96949.2,8616.308,8.89,megawatts,megawatts,percent
2023-02-18,96949.2,9136.275,9.42,megawatts,megawatts,percent
2023-02-17,96949.2,5983.796,6.17,megawatts,megawatts,percent
2023-02-16,96949.2,6548.279,6.75,megawatts,megawatts,percent
2023-02-15,96949.2,6888.488,7.11,megawatts,megawatts,percent
2023-02-14,96949.2,5492.97,5.67,megawatts,megawatts,percent
2023-02-13,96949.2,5042.153,5.2,megawatts,megawatts,percent
2023-02-12,96949.2,3985.729,4.11,megawatts,megawatts,percent
2023-02-11,96949.2,4309.1,4.44,megawatts,megawatts,percent
2023-02-10,96949.2,3544.814,3.66,megawatts,megawatts,percent
2023-02-09,96949.2,3606.95,3.72,megawatts,megawatts,percent
2023-02-08,96949.2,3097.531,3.2,megawatts,megawatts,percent
2023-02-07,96949.2,3171.486,3.27,megawatts,megawatts,percent
2023-02-06,96949.2,2817.552,2.91,megawatts,megawatts,percent
2023-02-05,96949.2,3871.229,3.99,megawatts,megawatts,percent
2023-02-04,96949.2,4142.324,4.27,megawatts,megawatts,percent
2023-02-03,96949.2,4766.995,4.92,megawatts,megawatts,percent
2023-02-02,96949.2,5282.985,5.45,megawatts,megawatts,percent
2023-02-01,96949.2,4381.217,4.52,megawatts,megawatts,percent
2023-01-31,96949.2,3302.242,3.41,megawatts,megawatts,percent
2023-01-30,96949.2,2016.023,2.08,megawatts,megawatts,percent
2023-01-29,96949.2,2393.893,2.47,megawatts,megawatts,percent
2023-01-28,96949.2,1885.628,1.94,megawatts,megawatts,percent
2023-01-27,96949.2,1196.692,1.23,megawatts,megawatts,percent
2023-01-26,96949.2,1221.422,1.26,megawatts,megawatts,percent
2023-01-25,96949.2,1242.672,1.28,megawatts,megawatts,percent
2023-01-24,96949.2,1198.363,1.24,megawatts,megawatts,percent
2023-01-23,96949.2,1086.163,1.12,megawatts,megawatts,percent
2023-01-22,96949.2,1374.979,1.42,megawatts,megawatts,percent
2023-01-21,96949.2,1499.581,1.55,megawatts,megawatts,percent
2023-01-20,96949.2,1373.673,1.42,megawatts,megawatts,percent
2023-01-19,96949.2,1562.79,1.61,megawatts,megawatts,percent
2023-01-18,96949.2,2290.112,2.36,megawatts,megawatts,percent
2023-01-17,96949.2,2757.213,2.84,megawatts,megawatts,percent
2023-01-16,96949.2,2247.796,2.32,megawatts,megawatts,percent
2023-01-15,96949.2,2236.091,2.31,megawatts,megawatts,percent
2023-01-14,96949.2,2141.464,2.21,megawatts,megawatts,percent
2023-01-13,96949.2,2157.654,2.23,megawatts,megawatts,percent
2023-01-12,96949.2,2128.174,2.2,megawatts,megawatts,percent
2023-01-11,96949.2,2466.29,2.54,megawatts,megawatts,percent
2023-01-10,96949.2,1333.142,1.38,megawatts,megawatts,percent
2023-01-09,96949.2,1499.412,1.55,megawatts,megawatts,percent
2023-01-08,96949.2,3048.188,3.14,megawatts,megawatts,percent
2023-01-07,96949.2,4178.433,4.31,megawatts,megawatts,percent
2023-01-06,96949.2,3163.62,3.26,megawatts,megawatts,percent
2023-01-05,96949.2,435.12,.45,megawatts,megawatts,percent
2023-01-04,96949.2,418.827,.43,megawatts,megawatts,percent
2023-01-03,96949.2,519.163,.54,megawatts,megawatts,percent
2023-01-02,96949.2,1084.728,1.12,megawatts,megawatts,percent
2023-01-01,96949.2,1401.726,1.45,megawatts,megawatts,percent
