period,capacity,outage,percentOutage,capacity-units,outage-units,percentOutage-units
2013-04-20,97918.3,25917.5,26.47,megawatts,megawatts,percent
2013-04-19,97918.3,25879.351,26.43,megawatts,megawatts,percent
2013-04-18,97918.3,26391.765,26.95,megawatts,megawatts,percent
2013-04-17,97918.3,24752.145,25.28,megawatts,megawatts,percent
2013-04-16,97918.3,25191.63,25.73,megawatts,megawatts,percent
2013-04-15,97918.3,25396.85,25.94,megawatts,megawatts,percent
2013-04-14,97918.3,23131.616,23.62,megawatts,megawatts,percent
2013-04-13,97918.3,20499.006,20.93,megawatts,megawatts,percent
2013-04-12,97918.3,20269.155,20.7,megawatts,megawatts,percent
2013-04-11,97918.3,19899.477,20.32,megawatts,megawatts,percent
2013-04-10,97918.3,20027.135,20.45,megawatts,megawatts,percent
2013-04-09,97918.3,20830.134,21.27,megawatts,megawatts,percent
2013-04-08,97918.3,20791.208,21.23,megawatts,megawatts,percent
2013-04-07,97918.3,18777.248,19.18,megawatts,megawatts,percent
2013-04-06,97918.3,18745.491,19.14,megawatts,megawatts,percent
2013-04-05,97918.3,18641.347,19.04,megawatts,megawatts,percent
2013-04-04,97918.3,19205.138,19.61,megawatts,megawatts,percent
2013-04-03,97918.3,20433.614,20.87,megawatts,megawatts,percent
2013-04-02,97918.3,21284.667,21.74,megawatts,megawatts,percent
2013-04-01,97918.3,21911.425,22.38,megawatts,megawatts,percent
2013-03-31,99722.7,21711.144,21.77,megawatts,megawatts,percent
2013-03-30,99722.7,20978.152,21.04,megawatts,megawatts,percent
2013-03-29,99722.7,19486.322,19.54,megawatts,megawatts,percent
2013-03-28,99722.7,20105.526,20.16,megawatts,megawatts,percent
2013-03-27,99722.7,20410.004,20.47,megawatts,megawatts,percent
2013-03-26,99722.7,20486.324,20.54,megawatts,megawatts,percent
2013-03-25,99722.7,20961.864,21.02,megawatts,megawatts,percent
2013-03-24,99722.7,19441.164,19.5,megawatts,megawatts,percent
2013-03-23,99722.7,19784.499,19.84,megawatts,megawatts,percent
2013-03-22,99722.7,19502.714,19.56,megawatts,megawatts,percent
2013-03-21,99722.7,20214.684,20.27,megawatts,megawatts,percent
2013-03-20,99722.7,19295.586,19.35,megawatts,megawatts,percent
2013-03-19,99722.7,18365.114,18.42,megawatts,megawatts,percent
2013-03-18,99722.7,17896.634,17.95,megawatts,megawatts,percent
2013-03-17,99722.7,16050.124,16.09,megawatts,megawatts,percent
2013-03-16,99722.7,16026.059,16.07,megawatts,megawatts,percent
2013-03-15,99722.7,15680.476,15.72,megawatts,megawatts,percent
2013-03-14,99722.7,14821.507,14.86,megawatts,megawatts,percent
2013-03-13,99722.7,14797.876,14.84,megawatts,megawatts,percent
2013-03-12,99722.7,13746.474,13.78,megawatts,megawatts,percent
2013-03-11,99722.7,13956.034,13.99,megawatts,megawatts,percent
2013-03-10,99722.7,13155.724,13.19,megawatts,megawatts,percent
2013-03-09,99722.7,12709.114,12.74,megawatts,megawatts,percent
2013-03-08,99722.7,13001.282,13.04,megawatts,megawatts,percent
2013-03-07,99722.7,12046.743,12.08,megawatts,megawatts,percent
2013-03-06,99722.7,12312.722,12.35,megawatts,megawatts,percent
2013-03-05,99722.7,12628.722,12.66,megawatts,megawatts,percent
2013-03-04,99722.7,13101.99,13.14,megawatts,megawatts,percent
2013-03-03,99722.7,13360.462,13.4,megawatts,megawatts,percent
2013-03-02,99722.7,11526.938,11.56,megawatts,megawatts,percent
2013-03-01,99722.7,10661.101,10.69,megawatts,megawatts,percent
2013-02-28,99613.7,13049.325,13.1,megawatts,megawatts,percent
2013-02-27,99613.7,13626.986,13.68,megawatts,megawatts,percent
2013-02-26,99613.7,12891.182,12.94,megawatts,megawatts,percent
2013-02-25,99613.7,12183.065,12.23,megawatts,megawatts,percent
2013-02-24,99613.7,13025.812,13.08,megawatts,megawatts,percent
2013-02-23,99613.7,12655.121,12.7,megawatts,megawatts,percent
2013-02-22,99613.7,13060.698,13.11,megawatts,megawatts,percent
2013-02-21,99613.7,12062.4,12.11,megawatts,megawatts,percent
2013-02-20,99613.7,12245.496,12.29,megawatts,megawatts,percent
2013-02-19,99613.7,12454.066,12.5,megawatts,megawatts,percent
2013-02-18,99613.7,12624.362,12.67,megawatts,megawatts,percent
2013-02-17,99613.7,10942.52,10.98,megawatts,megawatts,percent
2013-02-16,99613.7,12718.734,12.77,megawatts,megawatts,percent
2013-02-15,99613.7,12122.794,12.17,megawatts,megawatts,percent
2013-02-14,99613.7,12245.354,12.29,megawatts,megawatts,percent
2013-02-13,99613.7,11333.762,11.38,megawatts,megawatts,percent
2013-02-12,99613.7,11221.936,11.27,megawatts,megawatts,percent
2013-02-11,99613.7,9222.09,9.26,megawatts,megawatts,percent
2013-02-10,99613.7,6688.5,6.71,megawatts,megawatts,percent
2013-02-09,99613.7,6998.933,7.03,megawatts,megawatts,percent
2013-02-08,99613.7,5583.046,5.6,megawatts,megawatts,percent
2013-02-07,99613.7,5564.376,5.59,megawatts,megawatts,percent
2013-02-06,99613.7,5732.216,5.75,megawatts,megawatts,percent
2013-02-05,99613.7,5543.818,5.57,megawatts,megawatts,percent
2013-02-04,99613.7,5580.046,5.6,megawatts,megawatts,percent
2013-02-03,99613.7,4444.348,4.46,megawatts,megawatts,percent
2013-02-02,99613.7,3909.209,3.92,megawatts,megawatts,percent
2013-02-01,99613.7,3274.764,3.29,megawatts,megawatts,percent
2013-01-31,99613.7,3950.154,3.97,megawatts,megawatts,percent
2013-01-30,99613.7,4285.832,4.3,megawatts,megawatts,percent
2013-01-29,99613.7,4868.41,4.89,megawatts,megawatts,percent
2013-01-28,99613.7,6334.8,6.36,megawatts,megawatts,percent
2013-01-27,99613.7,7651.315,7.68,megawatts,megawatts,percent
2013-01-26,99613.7,6185.52,6.21,megawatts,megawatts,percent
2013-01-25,99613.7,5795.81,5.82,megawatts,megawatts,percent
2013-01-24,99613.7,6216.37,6.24,megawatts,megawatts,percent
2013-01-23,99613.7,7481.002,7.51,megawatts,megawatts,percent
2013-01-22,99613.7,7870.31,7.9,megawatts,megawatts,percent
2013-01-21,99613.7,5572.514,5.59,megawatts,megawatts,percent
2013-01-20,99613.7,5327.39,5.35,megawatts,megawatts,percent
2013-01-19,99613.7,5789.526,5.81,megawatts,megawatts,percent
2013-01-18,99613.7,6359.092,6.38,megawatts,megawatts,percent
2013-01-17,99613.7,6417.232,6.44,megawatts,megawatts,percent
2013-01-16,99613.7,6344.298,6.37,megawatts,megawatts,percent
2013-01-15,99613.7,6389.192,6.41,megawatts,megawatts,percent
2013-01-14,99613.7,4840.94,4.86,megawatts,megawatts,percent
2013-01-13,99613.7,5387.195,5.41,megawatts,megawatts,percent
2013-01-12,99613.7,6886.56,6.91,megawatts,megawatts,percent
2013-01-11,99613.7,5802.06,5.82,megawatts,megawatts,percent
2013-01-10,99613.7,5241.59,5.26,megawatts,megawatts,percent
2013-01-09,99613.7,5594.978,5.62,megawatts,megawatts,percent
2013-01-08,99613.7,5645.891,5.67,megawatts,megawatts,percent
2013-01-07,99613.7,6055.094,6.08,megawatts,megawatts,percent
2013-01-06,99613.7,6942.046,6.97,megawatts,megawatts,percent
2013-01-05,99613.7,7302.745,7.33,megawatts,megawatts,percent
2013-01-04,99613.7,4462.305,4.48,megawatts,megawatts,percent
2013-01-03,99613.7,4583.556,4.6,megawatts,megawatts,percent
2013-01-02,99613.7,5716.54,5.74,megawatts,megawatts,percent
2013-01-01,99613.7,6798.361,6.82,megawatts,megawatts,percent
2012-12-31,104182,11484.458,11.02,megawatts,megawatts,percent
2012-12-30,104182,10954.97,10.52,megawatts,megawatts,percent
2012-12-29,104182,11596.35,11.13,megawatts,megawatts,percent
2012-12-28,104182,10592.402,10.17,megawatts,megawatts,percent
2012-12-27,104182,11040.324,10.6,megawatts,megawatts,percent
2012-12-26,104182,11723.822,11.25,megawatts,megawatts,percent
2012-12-25,104182,11927.9,11.45,megawatts,megawatts,percent
2012-12-24,104182,11930,11.45,megawatts,megawatts,percent
2012-12-23,104182,11906.76,11.43,megawatts,megawatts,percent
2012-12-22,104182,11805.16,11.33,megawatts,megawatts,percent
2012-12-21,104182,11717.066,11.25,megawatts,megawatts,percent
2012-12-20,104182,12273.94,11.78,megawatts,megawatts,percent
2012-12-19,104182,12061.4,11.58,megawatts,megawatts,percent
2012-12-18,104182,12327.546,11.83,megawatts,megawatts,percent
2012-12-17,104182,12418.96,11.92,megawatts,megawatts,percent
2012-12-16,104182,12825.841,12.31,megawatts,megawatts,percent
2012-12-15,104182,12045.531,11.56,megawatts,megawatts,percent
2012-12-14,104182,12929.697,12.41,megawatts,megawatts,percent
2012-12-13,104182,12764.608,12.25,megawatts,megawatts,percent
2012-12-12,104182,12715.034,12.2,megawatts,megawatts,percent
2012-12-11,104182,12156.697,11.67,megawatts,megawatts,percent
2012-12-10,104182,11936.928,11.46,megawatts,megawatts,percent
2012-12-09,104182,12974.428,12.45,megawatts,megawatts,percent
2012-12-08,104182,12551.197,12.05,megawatts,megawatts,percent
2012-12-07,104182,11716.087,11.25,megawatts,megawatts,percent
2012-12-06,104182,12959.939,12.44,megawatts,megawatts,percent
2012-12-05,104182,13278.979,12.75,megawatts,megawatts,percent
2012-12-04,104182,15396.011,14.78,megawatts,megawatts,percent
2012-12-03,104182,16725.198,16.05,megawatts,megawatts,percent
2012-12-02,104182,17827.053,17.11,megawatts,megawatts,percent
2012-12-01,104182,18927.392,18.17,megawatts,megawatts,percent
2012-11-30,104182,20656.24,19.83,megawatts,megawatts,percent
2012-11-29,104182,20838.642,20,megawatts,megawatts,percent
2012-11-28,104182,21446.988,20.59,megawatts,megawatts,percent
2012-11-27,104182,22515.147,21.61,megawatts,megawatts,percent
2012-11-26,104182,23301.994,22.37,megawatts,megawatts,percent
2012-11-25,104182,22984.865,22.06,megawatts,megawatts,percent
2012-11-24,104182,23754.198,22.8,megawatts,megawatts,percent
2012-11-23,104182,23581.922,22.64,megawatts,megawatts,percent
2012-11-22,104182,24074.8,23.11,megawatts,megawatts,percent
2012-11-21,104182,24430.383,23.45,megawatts,megawatts,percent
2012-11-20,104182,24959.04,23.96,megawatts,megawatts,percent
2012-11-19,104182,25398.951,24.38,megawatts,megawatts,percent
2012-11-18,104182,26617.934,25.55,megawatts,megawatts,percent
2012-11-17,104182,25231.06,24.22,megawatts,megawatts,percent
2012-11-16,104182,25519.63,24.5,megawatts,megawatts,percent
2012-11-15,104182,26262.595,25.21,megawatts,megawatts,percent
2012-11-14,104182,26380.35,25.32,megawatts,megawatts,percent
2012-11-13,104182,25916.34,24.88,megawatts,megawatts,percent
2012-11-12,104182,26183.31,25.13,megawatts,megawatts,percent
2012-11-11,104182,27341.88,26.24,megawatts,megawatts,percent
2012-11-10,104182,25923.42,24.88,megawatts,megawatts,percent
2012-11-09,104182,26846.864,25.77,megawatts,megawatts,percent
2012-11-08,104182,27498.805,26.39,megawatts,megawatts,percent
2012-11-07,104182,28428.983,27.29,megawatts,megawatts,percent
2012-11-06,104182,28193.53,27.06,megawatts,megawatts,percent
2012-11-05,104182,28043,26.92,megawatts,megawatts,percent
2012-11-04,104182,27352.508,26.25,megawatts,megawatts,percent
2012-11-03,104182,28534.944,27.39,megawatts,megawatts,percent
2012-11-02,104182,30827.211,29.59,megawatts,megawatts,percent
2012-11-01,104182,31375.879,30.12,megawatts,megawatts,percent
2012-10-31,104153,31367.691,30.12,megawatts,megawatts,percent
2012-10-30,104153,32719.784,31.42,megawatts,megawatts,percent
2012-10-29,104153,27842.61,26.73,megawatts,megawatts,percent
2012-10-28,104153,28891.91,27.74,megawatts,megawatts,percent
2012-10-27,104153,29335.778,28.17,megawatts,megawatts,percent
2012-10-26,104153,27417.824,26.32,megawatts,megawatts,percent
2012-10-25,104153,28149.16,27.03,megawatts,megawatts,percent
2012-10-24,104153,27115.666,26.03,megawatts,megawatts,percent
2012-10-23,104153,26812.316,25.74,megawatts,megawatts,percent
2012-10-22,104153,26301.437,25.25,megawatts,megawatts,percent
2012-10-21,104153,25238.805,24.23,megawatts,megawatts,percent
2012-10-20,104153,25450.037,24.44,megawatts,megawatts,percent
2012-10-19,104153,24339.356,23.37,megawatts,megawatts,percent
2012-10-18,104153,24715.464,23.73,megawatts,megawatts,percent
2012-10-17,104153,25077.22,24.08,megawatts,megawatts,percent
2012-10-16,104153,25151.03,24.15,megawatts,megawatts,percent
2012-10-15,104153,25054.53,24.06,megawatts,megawatts,percent
2012-10-14,104153,21492.13,20.64,megawatts,megawatts,percent
2012-10-13,104153,21188,20.34,megawatts,megawatts,percent
2012-10-12,104153,20558.81,19.74,megawatts,megawatts,percent
2012-10-11,104153,19547.57,18.77,megawatts,megawatts,percent
2012-10-10,104153,20414.71,19.6,megawatts,megawatts,percent
2012-10-09,104153,20561.92,19.74,megawatts,megawatts,percent
2012-10-08,104153,21192.05,20.35,megawatts,megawatts,percent
2012-10-07,104153,20558.8,19.74,megawatts,megawatts,percent
2012-10-06,104153,18271.33,17.54,megawatts,megawatts,percent
2012-10-05,104153,16087.953,15.45,megawatts,megawatts,percent
2012-10-04,104153,16317.412,15.67,megawatts,megawatts,percent
2012-10-03,104153,16287.812,15.64,megawatts,megawatts,percent
2012-10-02,104153,15554.232,14.93,megawatts,megawatts,percent
2012-10-01,104153,15818.352,15.19,megawatts,megawatts,percent
2012-09-30,101856,15324.062,15.04,megawatts,megawatts,percent
2012-09-29,101856,15970.802,15.68,megawatts,megawatts,percent
2012-09-28,101856,16488.232,16.19,megawatts,megawatts,percent
2012-09-27,101856,16680.367,16.38,megawatts,megawatts,percent
2012-09-26,101856,16869.322,16.56,megawatts,megawatts,percent
2012-09-25,101856,16669.688,16.37,megawatts,megawatts,percent
2012-09-24,101856,16849.938,16.54,megawatts,megawatts,percent
2012-09-23,101856,17164.218,16.85,megawatts,megawatts,percent
2012-09-22,101856,17457.152,17.14,megawatts,megawatts,percent
2012-09-21,101856,16648.028,16.34,megawatts,megawatts,percent
2012-09-20,101856,15445.358,15.16,megawatts,megawatts,percent
2012-09-19,101856,16186.318,15.89,megawatts,megawatts,percent
2012-09-18,101856,15921.248,15.63,megawatts,megawatts,percent
2012-09-17,101856,15876.602,15.59,megawatts,megawatts,percent
2012-09-16,101856,15380.228,15.1,megawatts,megawatts,percent
2012-09-15,101856,13377.063,13.13,megawatts,megawatts,percent
2012-09-14,101856,10222.138,10.04,megawatts,megawatts,percent
2012-09-13,101856,9207.498,9.04,megawatts,megawatts,percent
2012-09-12,101856,9192.841,9.03,megawatts,megawatts,percent
2012-09-11,101856,9503.215,9.33,megawatts,megawatts,percent
2012-09-10,101856,9416.292,9.24,megawatts,megawatts,percent
2012-09-09,101856,7236.936,7.11,megawatts,megawatts,percent
2012-09-08,101856,8408.214,8.26,megawatts,megawatts,percent
2012-09-07,101856,7000.468,6.87,megawatts,megawatts,percent
2012-09-06,101856,8295.787,8.14,megawatts,megawatts,percent
2012-09-05,101856,9076.756,8.91,megawatts,megawatts,percent
2012-09-04,101856,9884.978,9.7,megawatts,megawatts,percent
2012-09-03,101856,10374.088,10.19,megawatts,megawatts,percent
2012-09-02,101856,11128.258,10.93,megawatts,megawatts,percent
2012-09-01,101856,10323.948,10.14,megawatts,megawatts,percent
2012-08-31,101856,9745.718,9.57,megawatts,megawatts,percent
2012-08-30,101856,9947.304,9.77,megawatts,megawatts,percent
2012-08-29,101856,10008.228,9.83,megawatts,megawatts,percent
2012-08-28,101856,8796.914,8.64,megawatts,megawatts,percent
2012-08-27,101856,7970.248,7.83,megawatts,megawatts,percent
2012-08-26,101856,8313.892,8.16,megawatts,megawatts,percent
2012-08-25,101856,8736.774,8.58,megawatts,megawatts,percent
2012-08-24,101856,8659.428,8.5,megawatts,megawatts,percent
2012-08-23,101856,8382.203,8.23,megawatts,megawatts,percent
2012-08-22,101856,7948.668,7.8,megawatts,megawatts,percent
2012-08-21,101856,8184.009,8.03,megawatts,megawatts,percent
2012-08-20,101856,8449.244,8.3,megawatts,megawatts,percent
2012-08-19,101856,8963.679,8.8,megawatts,megawatts,percent
2012-08-18,101856,10980.038,10.78,megawatts,megawatts,percent
2012-08-17,101856,11052.981,10.85,megawatts,megawatts,percent
2012-08-16,101856,10159.708,9.97,megawatts,megawatts,percent
2012-08-15,101856,10159.244,9.97,megawatts,megawatts,percent
2012-08-14,101856,9077.841,8.91,megawatts,megawatts,percent
2012-08-13,101856,8907.372,8.75,megawatts,megawatts,percent
2012-08-12,101856,7894.449,7.75,megawatts,megawatts,percent
2012-08-11,101856,6428.092,6.31,megawatts,megawatts,percent
2012-08-10,101856,6590.28,6.47,megawatts,megawatts,percent
2012-08-09,101856,7213.719,7.08,megawatts,megawatts,percent
2012-08-08,101856,6071.74,5.96,megawatts,megawatts,percent
2012-08-07,101856,6133.985,6.02,megawatts,megawatts,percent
2012-08-06,101856,6414.733,6.3,megawatts,megawatts,percent
2012-08-05,101856,6854.015,6.73,megawatts,megawatts,percent
2012-08-04,101856,7295.778,7.16,megawatts,megawatts,percent
2012-08-03,101856,5710.14,5.61,megawatts,megawatts,percent
2012-08-02,101856,5537.254,5.44,megawatts,megawatts,percent
2012-08-01,101856,5859.921,5.75,megawatts,megawatts,percent
2012-07-31,101747,6121.992,6.02,megawatts,megawatts,percent
2012-07-30,101747,7694.523,7.56,megawatts,megawatts,percent
2012-07-29,101747,8238.649,8.1,megawatts,megawatts,percent
2012-07-28,101747,9318.599,9.16,megawatts,megawatts,percent
2012-07-27,101747,8205.378,8.06,megawatts,megawatts,percent
2012-07-26,101747,7641.236,7.51,megawatts,megawatts,percent
2012-07-25,101747,7174.922,7.05,megawatts,megawatts,percent
2012-07-24,101747,9518.85,9.36,megawatts,megawatts,percent
2012-07-23,101747,10263.44,10.09,megawatts,megawatts,percent
2012-07-22,101747,9460.872,9.3,megawatts,megawatts,percent
2012-07-21,101747,8797.303,8.65,megawatts,megawatts,percent
2012-07-20,101747,9400.962,9.24,megawatts,megawatts,percent
2012-07-19,101747,10051.448,9.88,megawatts,megawatts,percent
2012-07-18,101747,9147.588,8.99,megawatts,megawatts,percent
2012-07-17,101747,7444.258,7.32,megawatts,megawatts,percent
2012-07-16,101747,7819.715,7.69,megawatts,megawatts,percent
2012-07-15,101747,7972.297,7.84,megawatts,megawatts,percent
2012-07-14,101747,8329.873,8.19,megawatts,megawatts,percent
2012-07-13,101747,8053.322,7.92,megawatts,megawatts,percent
2012-07-12,101747,7941.19,7.8,megawatts,megawatts,percent
2012-07-11,101747,6498.121,6.39,megawatts,megawatts,percent
2012-07-10,101747,6765.015,6.65,megawatts,megawatts,percent
2012-07-09,101747,6771.575,6.66,megawatts,megawatts,percent
2012-07-08,101747,7396.21,7.27,megawatts,megawatts,percent
2012-07-07,101747,7750.839,7.62,megawatts,megawatts,percent
2012-07-06,101747,8592.862,8.45,megawatts,megawatts,percent
2012-07-05,101747,8608.439,8.46,megawatts,megawatts,percent
2012-07-04,101747,8155.187,8.02,megawatts,megawatts,percent
2012-07-03,101747,8596.857,8.45,megawatts,megawatts,percent
2012-07-02,101747,9486.26,9.32,megawatts,megawatts,percent
2012-07-01,101747,10015.34,9.84,megawatts,megawatts,percent
2012-06-30,101625,9069.199,8.92,megawatts,megawatts,percent
2012-06-29,101625,9114.32,8.97,megawatts,megawatts,percent
2012-06-28,101625,9088.275,8.94,megawatts,megawatts,percent
2012-06-27,101625,8387.242,8.25,megawatts,megawatts,percent
2012-06-26,101625,8537.146,8.4,megawatts,megawatts,percent
2012-06-25,101625,8065.033,7.94,megawatts,megawatts,percent
2012-06-24,101625,7872.906,7.75,megawatts,megawatts,percent
2012-06-23,101625,7695.419,7.57,megawatts,megawatts,percent
2012-06-22,101625,8266.499,8.13,megawatts,megawatts,percent
2012-06-21,101625,8826.665,8.69,megawatts,megawatts,percent
2012-06-20,101625,9968.61,9.81,megawatts,megawatts,percent
2012-06-19,101625,9610.967,9.46,megawatts,megawatts,percent
2012-06-18,101625,9052.561,8.91,megawatts,megawatts,percent
2012-06-17,101625,9799,9.64,megawatts,megawatts,percent
2012-06-16,101625,10754.259,10.58,megawatts,megawatts,percent
2012-06-15,101625,11446.83,11.26,megawatts,megawatts,percent
2012-06-14,101625,10197.71,10.03,megawatts,megawatts,percent
2012-06-13,101625,10807.313,10.63,megawatts,megawatts,percent
2012-06-12,101625,10964.152,10.79,megawatts,megawatts,percent
2012-06-11,101625,11069.31,10.89,megawatts,megawatts,percent
2012-06-10,101625,11721.295,11.53,megawatts,megawatts,percent
2012-06-09,101625,13591.169,13.37,megawatts,megawatts,percent
2012-06-08,101625,13953.575,13.73,megawatts,megawatts,percent
2012-06-07,101625,16526.186,16.26,megawatts,megawatts,percent
2012-06-06,101625,16032.423,15.78,megawatts,megawatts,percent
2012-06-05,101625,16467.539,16.2,megawatts,megawatts,percent
